ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID853213274,14 Knight St,3,h,1195000.0,19/11/2016,2.0,2.0,496.0,94.0,-37.7559,144.8991
ID441500018,2/16 Westminster St,2,t,1255000.0,3/09/2016,1.0,1.0,208.0,19.0,-37.8128,145.0975
ID211367957,298 Douglas Pde,3,h,1400000.0,8/04/2017,1.0,4.0,644.0,79.0,-37.8457,144.8924
ID574682179,3 Oshannassy St,3,h,1580000.0,4/06/2016,2.0,2.0,758.0,44.0,-37.7401,144.9013
ID373651416,88 Monash St,2,h,720000.0,28/05/2016,1.0,2.0,465.0,11.0,-37.7889,144.8362
ID756532420,18/41 Kooyong Rd,2,u,645000.0,8/10/2016,1.0,1.0,0.0,59.0,-37.8596,145.0198
ID434527642,35 Myrtle Rd,4,h,3145000.0,27/11/2016,2.0,2.0,796.0,7.0,-37.8266,145.072
ID363873839,10 Castella Ct,3,h,450000.0,8/07/2017,1.0,1.0,702.0,49.0,-37.66059,144.92006
ID948353422,30 Mountfield St,2,h,1073000.0,28/08/2016,1.0,1.0,182.0,109.0,-37.7629,144.968
ID112505529,23 Cromwell St,3,h,660000.0,28/08/2016,1.0,2.0,657.0,69.0,-37.7019,144.9225
ID902865165,4/42 Adelaide St,2,u,700500.0,3/06/2017,1.0,1.0,0.0,39.0,-37.85385,145.0284
ID893448093,24 Doyle St,3,h,750000.0,17/06/2017,1.0,1.0,585.0,54.0,-37.759859999999996,144.85886000000005
ID233905399,2/28 Broadmeadows Rd,2,u,470000.0,15/07/2017,1.0,1.0,161.0,59.0,-37.705859999999994,144.87947
ID620150049,52a William St,2,h,1100000.0,18/06/2016,2.0,1.0,124.0,6.0,-37.8079,144.9977
ID798419737,3 Parker St,3,h,916000.0,10/12/2016,1.0,3.0,523.0,44.0,-37.7314,145.0017
ID761081496,108 Oak Av,3,t,840000.0,3/09/2017,2.0,2.0,163.0,7.0,-37.97459,145.06937
ID664603716,4 Invermay Gr,3,h,1768000.0,9/09/2017,2.0,2.0,304.0,49.0,-37.832770000000004,145.04373
ID539716196,57 Frensham Rd,3,h,581000.0,3/12/2016,2.0,2.0,567.0,49.0,-37.7148,145.0851
ID401448692,88 Victoria St,3,h,875000.0,18/03/2017,1.0,0.0,262.0,39.0,-37.8022,144.8924
ID850157485,17 Wicklow St,3,h,881000.0,15/07/2017,1.0,1.0,480.0,12.0,-37.71893,144.94246
ID580976147,1/109 Arden St,2,u,665500.0,27/11/2016,2.0,1.0,0.0,7.0,-37.8009,144.9471
ID664690235,1/54 Maud St,3,t,1721000.0,15/07/2017,2.0,2.0,301.0,24.0,-37.79535,145.07131
ID323123634,2/17 Greene St,2,u,321000.0,13/05/2017,1.0,1.0,0.0,49.0,-37.8288,144.8711
ID558917890,3/13 Graham Rd,3,u,590000.0,24/06/2017,1.0,1.0,179.0,13.0,-38.07483,145.13133
ID605673317,48 Coonawarra Dr,4,h,1138000.0,19/08/2017,2.0,2.0,784.0,39.0,-37.852109999999996,145.20174
ID823896443,22 Sycamore St,3,h,1450000.0,13/08/2016,2.0,1.0,478.0,94.0,-37.8893,145.0161
ID950029362,7/89 Station Rd,2,u,340000.0,12/11/2016,1.0,1.0,0.0,49.0,-37.7071,144.9176
ID521024589,54 The Parade,3,h,1230000.0,17/06/2017,1.0,1.0,504.0,109.0,-37.77279,144.91732
ID187259528,77A Orange St,3,t,1280000.0,19/08/2017,2.0,2.0,335.0,6.0,-37.91783,145.0816
ID800072901,1/39 Alexandra St,2,u,610000.0,15/07/2017,1.0,1.0,168.0,34.0,-37.708009999999994,145.10689
ID113806340,9 Willow Dr,3,h,850000.0,18/03/2017,1.0,2.0,766.0,20.0,-37.7522,144.8518
ID219045262,638 Riversdale Rd,3,h,1750000.0,25/02/2017,2.0,3.0,780.0,29.0,-37.8328,145.0679
ID585215025,22 Hutchinson St,5,h,1385000.0,28/08/2016,2.0,2.0,664.0,69.0,-37.9241,145.048
ID221207874,15 Eureka Rd,3,h,435000.0,27/05/2017,1.0,2.0,608.0,9.0,-37.6204,144.71138
ID530215092,1/64 Lower Plenty Rd,2,u,675000.0,3/06/2017,1.0,1.0,247.0,59.0,-37.74427,145.06293
ID856519758,47 Parkmore Rd,4,h,1370000.0,26/08/2017,3.0,3.0,605.0,89.0,-37.91487,145.06623000000005
ID410864294,10 Dartford St,3,h,1250000.0,6/05/2017,2.0,2.0,226.0,17.0,-37.7824,144.9243
ID151325830,1/6 Blackburn St,2,h,1250000.0,20/05/2017,2.0,1.0,323.0,39.0,-37.823,145.0993
ID931065053,2/60 David St,2,h,535600.0,30/07/2016,1.0,1.0,154.0,23.0,-37.8646,144.8272
ID568242620,21 Mitchell St,4,h,2990000.0,22/04/2017,1.0,2.0,557.0,49.0,-37.7721,145.0004
ID522920880,61 Mooltan St,3,h,1257000.0,13/08/2016,2.0,1.0,337.0,89.0,-37.7813,144.9371
ID872199131,6/14 Shelley St,2,u,599999.0,3/12/2016,1.0,0.0,0.0,18.0,-37.8808,144.9847
ID864690380,74 Lincoln Dr,4,h,845000.0,4/06/2016,1.0,1.0,622.0,54.0,-37.7425,144.8683
ID345023487,99 Grandview Rd,4,h,1480000.0,19/08/2017,3.0,2.0,649.0,83.0,-37.9163,145.19612
ID739781789,61 McKimmies Rd,3,h,487000.0,27/05/2017,1.0,1.0,533.0,49.0,-37.67605,145.03956000000005
ID807342717,7/844 Malvern Rd,2,u,471500.0,30/07/2016,1.0,1.0,0.0,39.0,-37.8503,145.0185
ID627131624,18 Watson St,4,h,2340000.0,13/05/2017,2.0,2.0,586.0,79.0,-37.8541,145.0738
ID927730224,7/129 Hoddle St,2,u,890500.0,1/07/2017,2.0,2.0,180.0,79.0,-37.81443,144.99079
ID670879423,7 Wallace St,3,h,721000.0,8/10/2016,2.0,1.0,239.0,64.0,-37.7882,144.8784
ID883442570,71A Price St,3,t,935000.0,27/11/2016,2.0,2.0,247.0,49.0,-37.7462,144.8949
ID970568545,4/25 Kingsley St,1,u,451000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.8895,144.9902
ID288928781,6 Clyde St,3,h,1050000.0,1/07/2017,2.0,1.0,563.0,15.0,-37.769,144.89934
ID366895392,9/384 Toorak Rd,2,u,485000.0,8/04/2017,1.0,0.0,5467.0,49.0,-37.8406,145.0035
ID690618344,41 Clayton Rd,2,h,1114000.0,3/06/2017,1.0,1.0,703.0,59.0,-37.902409999999996,145.12378
ID711086217,3/27 Gladstone Pde,2,u,465000.0,25/02/2017,1.0,1.0,176.0,7.0,-37.7081,144.912
ID388077575,2/377 Dandenong Rd,2,u,872000.0,25/02/2017,1.0,1.0,1194.0,66.0,-37.8604,145.0147
ID939730058,4 Norris St,4,h,2860000.0,7/11/2016,2.0,2.0,779.0,5.0,-37.8185,145.0878
ID875642188,4/2 Hornby St,1,t,681000.0,24/09/2016,1.0,1.0,166.0,7.0,-37.9159,145.019
ID139113763,5 Charlotte St,2,h,1000000.0,19/11/2016,1.0,2.0,159.0,139.0,-37.7962,144.9887
ID196002282,2A Dianne St,3,h,1360000.0,27/05/2017,2.0,2.0,402.0,12.0,-37.79408,145.16352
ID655132362,10 Shearers Ct,5,h,1360000.0,19/08/2017,3.0,2.0,882.0,49.0,-37.85995,145.18579
ID782649308,3/15 Mitchell St,2,u,735000.0,6/05/2017,1.0,2.0,173.0,49.0,-37.7586,144.9653
ID265568230,49 Leopold St,4,h,2600000.0,18/03/2017,2.0,2.0,141.0,139.0,-37.8366,144.9827
ID262848924,7 Walsh Av,3,h,1290000.0,26/08/2017,1.0,1.0,580.0,49.0,-37.94492,145.04938
ID721159386,105/18 Bent St,2,u,730000.0,17/06/2017,2.0,1.0,2135.0,9.0,-37.795609999999996,144.93499
ID728116785,8 Hayden St,3,h,492000.0,27/05/2017,1.0,1.0,581.0,24.0,-37.877109999999995,144.68825
ID470158409,27/789 Malvern Rd,2,u,380000.0,7/11/2016,1.0,1.0,0.0,61.0,-37.8501,145.0199
ID782844403,151 Ogilvie St,3,h,1266000.0,16/07/2016,1.0,2.0,635.0,99.0,-37.74,144.8941
ID548511630,89 South Rd,3,h,2020000.0,17/09/2016,6.0,2.0,685.0,61.0,-37.9284,144.9986
ID773868417,1/29 Main Rd,2,u,420000.0,12/08/2017,1.0,1.0,119.0,19.0,-37.728609999999996,145.109
ID871746345,29 Byfield St,3,h,877500.0,24/06/2017,1.0,1.0,598.0,11.0,-37.71394,145.00387
ID487869715,53 Gloucester Rd,2,h,1450000.0,8/04/2017,1.0,1.0,627.0,10.0,-37.8689,145.0882
ID598396487,1/14 Denbigh Rd,2,u,598000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.8593,145.0156
ID260873409,17 Timbarra Dr,4,h,665000.0,22/07/2017,2.0,2.0,520.0,5.0,-37.91859,144.64143
ID840692023,109 Ramu Pde,2,h,680000.0,18/03/2017,1.0,1.0,591.0,64.0,-37.7385,145.0387
ID816529885,17 John St,2,h,1225000.0,27/05/2017,1.0,2.0,567.0,79.0,-37.90193,145.10107
ID337074870,103 High St,4,h,1430000.0,8/07/2017,2.0,2.0,736.0,51.0,-37.781009999999995,145.1111
ID478228279,17 Monash St,3,h,1230000.0,20/05/2017,1.0,2.0,538.0,8.0,-37.7808,144.9083
ID754531970,9 Grace St,3,h,1000000.0,4/03/2017,2.0,2.0,739.0,49.0,-37.7104,145.0817
ID206610498,8/12 Irvine St,3,t,800000.0,17/06/2017,2.0,2.0,343.0,9.0,-37.82158,145.21129
ID366895392,9/384 Toorak Rd,2,u,485000.0,8/04/2017,1.0,0.0,5467.0,49.0,-37.8406,145.0035
ID760283348,15 Ronald St,3,h,655000.0,3/12/2016,1.0,0.0,404.0,69.0,-37.7305,144.9803
ID395210057,2/65 Purinuan Rd,3,h,635000.0,17/06/2017,2.0,2.0,247.0,10.0,-37.70952,145.02823999999995
ID708641555,4/4 Raynes St,2,t,700000.0,13/08/2016,1.0,1.0,104.0,59.0,-37.8061,145.0878
ID308612822,1/80 Argyle St,4,u,540000.0,24/09/2016,2.0,3.0,209.0,59.0,-37.7172,144.968
ID144230630,1002/480 Riversdale Rd,2,u,1462000.0,8/04/2017,2.0,3.0,0.0,9.0,-37.8315,145.0559
ID406237693,2/30 Dudley St,2,u,792000.0,3/06/2017,1.0,1.0,0.0,74.0,-37.80823,144.95452
ID380189760,15 Clifford St,4,h,705000.0,27/05/2017,2.0,4.0,765.0,44.0,-37.854,145.2565
ID612516469,30 Browns Rd,2,u,772500.0,27/06/2016,1.0,2.0,318.0,14.0,-37.9218,145.0563
ID920291011,13 Haldane Rd,3,h,935000.0,6/05/2017,1.0,2.0,657.0,69.0,-37.7356,144.8859
ID322647993,1/14 Forrester St,2,u,645000.0,10/09/2016,1.0,1.0,228.0,49.0,-37.7531,144.9059
ID709428343,45 Stevenson St,4,h,2265000.0,18/03/2017,1.0,1.0,650.0,89.0,-37.8098,145.02200000000005
ID114267008,1/37 Aylmer St,3,u,1420000.0,17/06/2017,2.0,2.0,0.0,9.0,-37.79673,145.06853
ID285792750,31 Massey St,3,h,900000.0,16/07/2016,2.0,2.0,366.0,6.0,-37.792,145.1077
ID441940707,10/391 Toorak Rd,2,u,1340000.0,22/07/2017,2.0,2.0,0.0,24.0,-37.84018,145.00265
ID253595035,34 Joan St,3,h,682000.0,26/07/2016,1.0,1.0,694.0,59.0,-37.7894,144.8027
ID560904227,81 Dalpura Cct,3,h,491000.0,27/05/2017,1.0,2.0,602.0,18.0,-38.13759,145.17054
ID255138991,4 Benton Ct,3,h,1250000.0,17/09/2016,2.0,1.0,728.0,54.0,-37.7813,145.1318
ID472529870,4 Colric Pl,3,h,900000.0,12/08/2017,2.0,2.0,812.0,39.0,-37.70577,145.1316
ID162341569,27 The Avenue,3,h,1016000.0,26/07/2016,1.0,1.0,320.0,79.0,-37.8277,144.8841
ID860178363,8 Conifer Cl,3,h,660000.0,9/09/2017,1.0,3.0,467.0,34.0,-37.69271,144.891
ID779364761,8 Howqua Ct,4,h,1260000.0,23/09/2017,2.0,3.0,682.0,46.0,-37.84454,145.18881000000005
ID296074471,4/167 Murrumbeena Rd,1,u,331000.0,18/03/2017,1.0,1.0,0.0,99.0,-37.8961,145.0651
ID364984673,2 Henderson St,7,h,1205000.0,15/10/2016,3.0,1.0,447.0,37.0,-37.7634,144.9403
ID866831002,15 Miles St,3,h,1100000.0,4/06/2016,2.0,2.0,0.0,94.0,-37.922,145.0302
ID149283192,69 Hotham St,2,t,750000.0,3/09/2016,1.0,1.0,115.0,59.0,-37.7968,144.9891
ID848481798,9 Appleby Ct,3,h,717500.0,26/08/2017,1.0,1.0,554.0,34.0,-37.78514000000001,144.84561000000005
ID256578328,15A Lothian St,3,t,1300000.0,11/02/2017,2.0,2.0,67.0,14.0,-37.804,144.9441
ID689145799,14 Collins St,3,h,990000.0,22/08/2016,1.0,2.0,602.0,44.0,-37.7674,145.0988
ID234905789,55 Warburton Rd,3,h,1385000.0,18/06/2016,1.0,1.0,444.0,109.0,-37.826,145.0734
ID303218734,1/7 Westwood Dr,3,u,812500.0,19/11/2016,1.0,1.0,421.0,34.0,-37.7798,145.1023
ID658425577,4/57 Chapel St,1,u,480000.0,27/05/2017,1.0,1.0,0.0,89.0,-37.86305,144.9911
ID683516218,101 The Fairway,4,h,610000.0,12/11/2016,1.0,1.0,465.0,49.0,-37.7126,145.03
ID534109968,1906/229 Toorak Rd,1,u,402000.0,3/12/2016,1.0,1.0,0.0,6.0,-37.8392,144.9947
ID967068868,2013 Western Hwy,2,h,340000.0,1/07/2017,1.0,0.0,609.0,34.0,-37.73289000000001,144.66615
ID257453976,51 Tooronga Rd,3,h,1780000.0,3/06/2017,2.0,2.0,580.0,89.0,-37.8683,145.03909
ID964817233,129 Liberty Pde,3,h,625000.0,28/05/2016,1.0,2.0,609.0,69.0,-37.7504,145.0335
ID146963989,66 Willmott Dr,3,h,390000.0,29/07/2017,1.0,1.0,301.0,18.0,-37.58739,144.92619
ID412727387,6/21 Wynnstay Rd,3,t,1450000.0,19/11/2016,2.0,3.0,1958.0,24.0,-37.8526,145.0106
ID825134314,1/38 Lynch St,1,u,357000.0,6/08/2016,1.0,0.0,0.0,39.0,-37.7964,144.9027
ID918941524,3/113 Tennyson St,2,t,595000.0,3/12/2016,1.0,2.0,752.0,29.0,-37.7553,144.9302
ID622010852,87 Parkmore Rd,4,h,1415000.0,10/09/2016,2.0,2.0,604.0,49.0,-37.9153,145.0707
ID444145414,33 River St,4,h,1215000.0,24/09/2016,3.0,4.0,613.0,69.0,-37.7799,144.8879
ID690861838,13/14 Newry St,2,u,450000.0,13/08/2016,1.0,1.0,1057.0,45.0,-37.8552,145.0005
ID212750691,7A Brunel St,3,t,815000.0,13/05/2017,2.0,2.0,148.0,69.0,-37.8287,144.8705
ID392660590,5a Rosamond St,3,h,1475000.0,24/06/2017,2.0,1.0,147.0,15.0,-37.86997,144.9908
ID901578936,46/15 Beach Rd,3,u,1210000.0,1/07/2017,2.0,2.0,9838.0,9.0,-37.93464,144.99601
ID323047643,1/1 Cherryhinton St,2,u,790000.0,4/03/2017,1.0,1.0,195.0,54.0,-37.826,145.129
ID721436373,2 The Parade,2,h,965000.0,10/12/2016,1.0,1.0,170.0,129.0,-37.7732,144.9206
ID485560212,201/218 Lygon St,2,u,435000.0,8/10/2016,1.0,1.0,197.0,7.0,-37.7717,144.9719
ID790594143,7 Vive St,3,h,446000.0,22/07/2017,2.0,2.0,326.0,7.0,-37.85037,144.66179
ID197127268,66 Elinda Pl,2,h,380000.0,8/10/2016,1.0,1.0,159.0,29.0,-37.6998,145.0248
ID886651327,5/6 Yarralea St,3,h,1110000.0,3/09/2016,2.0,2.0,208.0,6.0,-37.7854,145.0325
ID830438640,29 Speight St,2,h,1000000.0,24/06/2017,1.0,2.0,443.0,59.0,-37.762190000000004,145.00968
ID939076786,96 Hamilton St,2,h,820000.0,20/05/2017,1.0,0.0,211.0,59.0,-37.812,144.8865
ID774239253,2/21 Pavo St,3,u,700000.0,13/05/2017,1.0,1.0,350.0,69.0,-37.7862,145.0739
ID703234174,14 Wardrop Gr,3,h,1605000.0,1/07/2017,1.0,0.0,507.0,8.0,-37.77124,145.002
ID958451242,5 Williamstown Rd,2,h,822500.0,17/09/2016,2.0,1.0,228.0,89.0,-37.8034,144.8855
ID286740780,8/86 Queens Pde,3,t,775000.0,28/05/2016,2.0,2.0,0.0,121.0,-37.7918,144.9824
ID704397638,14 Murdock St,3,h,976000.0,14/05/2016,2.0,1.0,240.0,14.0,-37.756,144.9587
ID658229992,35 Eglinton St,4,h,1395000.0,10/12/2016,1.0,2.0,603.0,109.0,-37.7692,144.917
ID849045315,9a Ivan Av,2,u,724000.0,22/07/2017,1.0,2.0,224.0,19.0,-38.0371,145.11717
ID998375669,90 Molesworth St,3,h,1635000.0,3/09/2016,1.0,0.0,517.0,139.0,-37.7967,144.9472
ID817538054,1/3 Saniky St,3,u,840000.0,17/06/2017,1.0,1.0,390.0,49.0,-37.90354,145.14394
ID907420410,31 Buchan St,4,h,560000.0,3/09/2017,3.0,2.0,572.0,11.0,-37.65465,144.92182
ID473283353,2/64 Normanby Rd,2,u,820000.0,13/05/2017,1.0,1.0,826.0,59.0,-37.805,145.0546
ID502901965,19 Norfolk St,4,h,1100000.0,27/05/2017,2.0,2.0,726.0,58.0,-37.89814000000001,145.14457
ID565588165,5 Ryder Ct,5,h,1330000.0,16/09/2017,3.0,3.0,751.0,39.0,-37.764309999999995,145.17778
ID448880883,6 Elswill St,5,h,1351000.0,20/05/2017,2.0,2.0,652.0,19.0,-37.9311,145.0651
ID903939011,1 Chisholm St,3,u,726000.0,24/09/2016,1.0,1.0,229.0,23.0,-37.7606,144.8973
ID337074870,103 High St,4,h,1430000.0,8/07/2017,2.0,2.0,736.0,51.0,-37.781009999999995,145.1111
ID670361936,2/7 Gordon St,2,u,460000.0,27/05/2017,1.0,1.0,54.0,49.0,-37.759479999999996,144.94758000000004
ID230220743,8 Charles Ct,3,h,326000.0,22/07/2017,1.0,1.0,611.0,34.0,-37.69467,144.57827
ID261441964,2/26 Renown St,2,u,532500.0,18/03/2017,1.0,1.0,168.0,49.0,-37.73,144.9629
ID863607386,6 Adori Pl,3,h,983000.0,3/09/2017,2.0,2.0,359.0,11.0,-37.78606,144.88459
ID984466401,41 Kernot St,3,h,835000.0,27/05/2017,1.0,1.0,297.0,109.0,-37.829840000000004,144.873
ID713202949,6 Aria Ct,4,h,555000.0,3/09/2017,2.0,2.0,387.0,44.0,-37.595890000000004,145.11364
ID233810644,23 Morotai Pde,2,h,520000.0,22/05/2016,1.0,2.0,594.0,29.0,-37.7471,145.0427
ID519544511,182 Morris Rd,3,h,516000.0,12/08/2017,1.0,1.0,537.0,17.0,-37.86833,144.7035
ID456659052,6 Yileen Ct,5,h,2620000.0,27/05/2017,4.0,3.0,4077.0,12.0,-37.78182,145.1903
ID977849049,28 Atkin St,4,h,550000.0,8/07/2017,2.0,2.0,1241.0,49.0,-37.686859999999996,144.58157
ID512125412,5 Croker St,3,h,716000.0,16/04/2016,1.0,2.0,268.0,129.0,-37.8472,144.8754
ID848629995,14/31 Burnett St,2,u,475000.0,13/08/2016,1.0,1.0,0.0,49.0,-37.8604,144.9817
ID708671397,242 Waterloo Rd,3,h,725000.0,16/09/2017,1.0,1.0,327.0,59.0,-37.7151,144.92103
ID356205473,5/555 Orrong Rd,1,u,567000.0,28/08/2016,1.0,1.0,0.0,6.0,-37.8549,145.0113
ID779470606,51 Rankins Rd,2,h,765000.0,10/12/2016,1.0,2.0,158.0,54.0,-37.7902,144.9319
ID955940860,31a Douglas St,3,u,1045000.0,4/03/2017,2.0,2.0,467.0,69.0,-37.8639,145.0968
ID655505576,503 Tooronga Rd,3,h,1700000.0,10/09/2016,2.0,1.0,646.0,39.0,-37.8337,145.0469
ID130464151,1/312 Hope St,1,u,351000.0,27/11/2016,1.0,1.0,0.0,69.0,-37.7614,144.9393
ID331126190,73 Martin St,4,h,3320000.0,10/12/2016,3.0,2.0,644.0,19.0,-37.8964,144.9972
ID322869933,52 Park Rd,5,h,2000000.0,24/06/2017,3.0,2.0,735.0,74.0,-37.83583,145.10664
ID303096128,11 Perceval St,3,h,498500.0,9/09/2017,2.0,2.0,688.0,119.0,-37.57367,144.71842
ID845925676,129 Albion St,4,h,1115000.0,8/10/2016,1.0,0.0,264.0,119.0,-37.7611,144.9677
ID848629995,14/31 Burnett St,2,u,475000.0,13/08/2016,1.0,1.0,0.0,49.0,-37.8604,144.9817
ID217962337,35 Kings Rd,2,h,655000.0,29/07/2017,1.0,0.0,1000.0,39.0,-37.930640000000004,145.4453
ID624678163,1 Centurion Ct,3,h,600000.0,15/07/2017,1.0,2.0,524.0,49.0,-37.64273,145.03751
ID246784754,33 Power St,4,h,1700000.0,30/07/2016,1.0,1.0,672.0,84.0,-37.8099,145.0792
ID414994149,13 Gordon St,3,h,1398000.0,8/07/2017,2.0,1.0,445.0,59.0,-37.756209999999996,144.93401
ID392850543,1004/58 Jeffcott St,3,u,650000.0,3/12/2016,2.0,1.0,0.0,79.0,-37.8117,144.9518
ID496319108,42/2 Horizon Dr,2,u,488000.0,16/04/2016,2.0,2.0,0.0,9.0,-37.7752,144.8925
ID483500160,16 Katrina St,3,h,1020000.0,27/06/2016,1.0,2.0,725.0,9.0,-37.7945,145.1172
ID901900345,67 Winfield Rd,4,h,1850000.0,22/07/2017,4.0,3.0,929.0,59.0,-37.79497,145.10538
ID224302140,44 Shaw St,3,h,1305000.0,26/08/2017,1.0,3.0,650.0,69.0,-37.74009,144.88736
ID941061564,5 Charles St,4,h,2010000.0,10/12/2016,2.0,2.0,659.0,89.0,-37.8509,145.0916
ID496598597,527 Kings Rd,3,h,790500.0,3/06/2017,2.0,2.0,808.0,14.0,-37.6943,144.78187
ID471695880,53 Milne St,3,h,1350000.0,3/06/2017,2.0,2.0,809.0,44.0,-37.75289,145.12826
ID264464396,9 Gresford St,3,h,630000.0,10/12/2016,1.0,4.0,625.0,29.0,-37.7695,144.8347
ID542515120,87 Orrong Rd,3,h,1750000.0,19/11/2016,2.0,2.0,517.0,119.0,-37.8813,145.0063
ID327453428,27 Pender St,3,h,980000.0,22/07/2017,1.0,3.0,397.0,94.0,-37.73724,145.00984
ID621812865,45 Parry Rd,4,h,895000.0,27/05/2017,3.0,2.0,792.0,24.0,-37.689659999999996,145.14649
ID581629052,4/71 Challis St,2,u,670000.0,27/11/2016,1.0,1.0,190.0,13.0,-37.8433,144.8725
ID639910957,3/18 William St,3,u,835000.0,22/08/2016,2.0,1.0,0.0,109.0,-37.909,145.0005
ID544079495,4 Mercer Rd,3,h,3512500.0,27/11/2016,2.0,2.0,617.0,21.0,-37.8557,145.0264
ID370226508,2/60 Darebin St,4,u,915000.0,24/06/2017,2.0,2.0,419.0,109.0,-37.7537,145.06341
ID416416865,129 Glenroy Rd,3,h,830000.0,3/09/2017,1.0,2.0,655.0,59.0,-37.70608,144.92541
ID175338385,181 Rae St,2,h,937500.0,23/04/2016,1.0,0.0,100.0,129.0,-37.788000000000004,144.9791
ID745460720,310 Hampton St,4,h,2600000.0,12/06/2016,1.0,2.0,1504.0,119.0,-37.944,145.0015
ID393845098,39A George St,3,t,970000.0,29/07/2017,2.0,2.0,283.0,54.0,-37.78177,145.15818000000004
ID670910676,2/7 Cabarita St,2,t,385000.0,1/07/2017,1.0,1.0,206.0,3.0,-37.84219,144.71155
ID666661761,167 Thomas St,3,h,1300000.0,24/06/2017,1.0,2.0,684.0,79.0,-37.90514,145.02524
ID359307321,3/180 Sycamore St,2,u,636500.0,8/07/2017,1.0,1.0,0.0,49.0,-37.89063,145.02608999999995
ID957523631,5/3 Lennox St,2,u,420000.0,10/09/2016,1.0,1.0,0.0,69.0,-37.7701,144.9079
ID255422514,3/3 Irving St,2,u,700000.0,27/11/2016,1.0,2.0,0.0,21.0,-37.8597,145.0318
ID947329960,3/19 Chandos St,2,u,515000.0,27/06/2016,1.0,2.0,0.0,49.0,-37.7474,144.9608
ID821068877,1 Robert St,4,h,1230000.0,9/09/2017,2.0,2.0,787.0,59.0,-37.98616,145.08139
ID764532452,1a Fordham Rd,2,u,468000.0,8/10/2016,2.0,2.0,234.0,29.0,-37.7172,145.016
ID530565186,4/15 Rix St,2,u,720000.0,25/02/2017,1.0,2.0,0.0,79.0,-37.8468,145.0515
ID969301888,8 High St,3,h,607500.0,18/06/2016,1.0,2.0,487.0,69.0,-37.7883,144.8439
ID224325002,55 Park Dr,3,h,2790000.0,20/05/2017,2.0,1.0,180.0,129.0,-37.7961,144.9538
ID327435045,5 Boyd St,3,h,1403000.0,3/12/2016,1.0,4.0,727.0,49.0,-37.7942,145.1218
ID976204584,4/135 Grange Rd,1,u,600000.0,23/09/2017,1.0,1.0,100.0,59.0,-37.89154,145.04483000000005
ID246446716,46 Davey St,3,h,940000.0,17/06/2017,2.0,2.0,454.0,69.0,-37.99443,145.0885
ID173093967,5 Hanlon Cl,4,h,1150000.0,17/06/2017,2.0,2.0,603.0,15.0,-38.00549,145.10371999999995
ID967666183,4/1 Allard St,2,u,473000.0,4/06/2016,1.0,2.0,568.0,49.0,-37.7682,144.9422
ID254551097,46 Sadie St,4,h,655000.0,24/09/2016,1.0,2.0,695.0,44.0,-37.6985,144.9441
ID489659853,16 Coronation St,3,h,1270000.0,20/05/2017,1.0,1.0,526.0,119.0,-37.7735,144.9445
ID655395844,273 Glenlyon Rd,2,h,1222500.0,19/11/2016,1.0,2.0,487.0,79.0,-37.7737,144.9822
ID866919108,2/19 Camden St,2,u,474000.0,22/05/2016,1.0,1.0,0.0,49.0,-37.8667,144.9917
ID206632376,4/20 William St,2,u,435000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7461,144.9079
ID926364582,19 Hall St,3,h,900000.0,15/07/2017,1.0,0.0,227.0,99.0,-37.752959999999995,144.95967
ID880943826,85 Roseneath St,2,h,1105000.0,8/10/2016,1.0,1.0,185.0,109.0,-37.7927,144.9981
ID373205133,13 Cyril St,5,h,2275000.0,20/05/2017,2.0,1.0,399.0,109.0,-37.8777,144.9915
ID791823336,7 Stewart St,4,h,1340000.0,18/03/2017,2.0,0.0,297.0,119.0,-37.8108,144.888
ID226239618,50 Well St,3,h,1975000.0,3/12/2016,1.0,2.0,432.0,89.0,-37.9172,144.996
ID322043948,118 Athol St,2,h,1090000.0,3/06/2017,1.0,0.0,233.0,69.0,-37.76919,144.91186000000005
ID329678193,42 McCracken St,4,h,1365000.0,22/08/2016,2.0,1.0,242.0,16.0,-37.7913,144.9275
ID563517141,23 Moore St,2,h,800000.0,27/06/2016,1.0,2.0,260.0,79.0,-37.7969,144.9042
ID925796247,6212/172 Edward St,2,u,590000.0,17/09/2016,2.0,1.0,0.0,5.0,-37.7753,144.9725
ID611052089,5 Livingston St,3,h,570000.0,27/05/2017,1.0,3.0,531.0,69.0,-37.7572,144.76093
ID198037947,34 Matthews St,3,h,950000.0,15/10/2016,1.0,4.0,704.0,61.0,-37.7933,144.8409
ID274536670,35 Hunter St,3,h,1287000.0,18/03/2017,1.0,1.0,620.0,14.0,-37.9031,145.0578
ID983826793,84 Canterbury St,2,h,953000.0,8/04/2017,1.0,0.0,274.0,89.0,-37.7813,144.9238
ID930236753,3/61 Mount Pleasant Rd,2,u,725000.0,29/07/2017,1.0,2.0,848.0,99.0,-37.82577,145.17896000000005
ID814171403,8 Maroondah Rd,4,h,1415000.0,13/08/2016,3.0,2.0,724.0,49.0,-37.8651,145.1107
ID731127445,1/4 Pepino Ct,3,h,467000.0,3/06/2017,2.0,1.0,268.0,11.0,-37.89347,144.66679
