ID,Address,Rooms,Type,Price,Date,Bathroom,Car,LandSize,Age,Latitude,Longitude,Suburb,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,distance_to_closest_primary,closest_primary_school,primary_school_ranking,distance_to_closest_secondary,closest_secondary_school,secondary_school_ranking
ID664266566,4/51 Spenser St,2,u,760000.0,27/11/2016,1.0,0.0,0.0,89.0,-37.8718,144.9776,ST KILDA,19956,1421.74684393423,17,False,170.45833333333334,1257.5333333333333,169.3,541.474641917348,Yesodei HaTorah College,277,541.474641917348,Yesodei HaTorah College,38
ID588310580,1/44 Shady Gr,4,t,1175000.0,8/07/2017,3.0,2.0,289.0,8.0,-37.82895,145.17678,NUNAWADING,19899,943.862674417032,31,False,117.29166666666667,1378.5333333333333,150.9090909090909,293.90573493282403,Mount Pleasant Road Nunawading Primary School,154,986.793499965983,Nunawading Christian College-Secondary,92
ID304372037,102/159 Beach St,2,u,950000.0,22/04/2017,2.0,1.0,98.0,14.0,-37.8392,144.9257,PORT MELBOURNE,22180,3273.0898428795017,0,False,92.0,1027.4375,111.66666666666667,833.6317628330738,Port Melbourne Primary School,325,2003.5015581792081,Albert Park College,131
ID620142979,83 Scott St,3,t,890500.0,15/10/2016,2.0,1.0,213.0,69.0,-37.7631,144.9073,MOONEE PONDS,20038,1083.3261320011436,22,True,46.333333333333336,86.29411764705883,21.666666666666668,675.0333296320732,Moonee Ponds West Primary School,not ranked,763.1112165280391,Lowther Hall Anglican Grammar School,40
ID538872730,57 Yarralea St,3,t,1285000.0,13/05/2017,2.0,2.0,528.0,52.0,-37.7817,145.0319,ALPHINGTON,19931,372.4053518733128,24,False,151.83333333333334,1120.7333333333333,125.11111111111111,203.14524185513076,Alphington Primary School,81,401.7644387741042,Alphington Grammar School,86
ID900278601,32c Burns St,2,t,510000.0,22/08/2016,1.0,2.0,118.0,5.0,-37.787,144.8748,MAIDSTONE,20022,1716.767592283782,21,False,87.14285714285714,348.73333333333335,76.0,758.6614121607498,Footscray North Primary School,235,1445.968632259933,Maribyrnong Secondary College,192
ID473660834,426 Dorcas St,4,h,1800000.0,12/08/2017,3.0,1.0,153.0,119.0,-37.83591,144.94963,SOUTH MELBOURNE,20043,1972.9644521480602,0,False,155.625,728.625,134.3,456.3226159468584,Galilee Regional Catholic Primary School,208,1008.6036106253212,Albert Park College,131
ID909436142,36 Windsor St,3,h,932000.0,13/08/2016,1.0,1.0,451.0,109.0,-37.8023,144.8915,FOOTSCRAY,20024,22.917977040426443,17,False,240.45833333333334,1683.625,169.1818181818182,447.9885633626169,Footscray Primary School,not ranked,464.48426508929913,Gilmore College For Girls,387
ID428637658,8/236 Wattletree Rd,1,u,405000.0,27/06/2016,1.0,1.0,0.0,109.0,-37.8637,145.0373,MALVERN,19944,758.8165791695503,20,False,87.14285714285714,348.73333333333335,76.0,807.3161869505217,De La Salle College,not ranked,807.3161869505217,De La Salle College,115
ID514695709,3 Leopold St,2,h,886000.0,17/09/2016,1.0,2.0,467.0,69.0,-37.7345,144.9977,PRESTON,20012,526.9056327979026,28,False,85.95652173913044,1043.8666666666666,112.77777777777777,371.8563070755041,Preston West Primary School,52,1100.752439584043,Preston High School,not ranked
ID884032917,640B Hampton St,2,t,960000.0,10/12/2016,1.0,2.0,363.0,7.0,-37.9275,145.0046,BRIGHTON,19949,1198.1776594220933,31,False,343.0416666666667,1929.3125,260.0,288.3169846531236,St Leonard's College,33,288.3169846531236,St Leonard's College,43
ID885242004,4 Ida St,3,h,1100000.0,27/06/2016,1.0,1.0,655.0,69.0,-37.7459,144.8906,NIDDRIE,20037,2518.5240315906153,24,True,11.833333333333334,52.2,6.666666666666667,285.4632893362774,St John Bosco's School,not ranked,398.34496712254986,Rosehill Secondary College,239
ID498844724,250 Arthur St,3,h,1145000.0,28/08/2016,1.0,3.0,590.0,17.0,-37.7673,145.02100000000004,FAIRFIELD,19930,1369.7090317046702,22,False,47.80952380952381,281.53333333333336,29.444444444444443,716.9240035761514,Virtual School Victoria,not ranked,716.9240035761514,Virtual School Victoria,not ranked
ID961289375,50 Bamfield St,4,h,2700000.0,9/09/2017,2.0,1.0,722.0,129.0,-37.94804,145.00756,SANDRINGHAM,19948,366.43848892290896,33,False,23.46153846153846,50.266666666666666,7.0,159.8857243212396,Sandringham Primary School,353,1666.1549622296295,Sandringham College,304
ID444145414,33 River St,4,h,1215000.0,24/09/2016,3.0,4.0,613.0,69.0,-37.7799,144.8879,MARIBYRNONG,20023,2449.3121447169324,19,False,87.14285714285714,348.73333333333335,76.0,959.9519143544655,Footscray North Primary School,235,51.61655741557984,Maribyrnong Secondary College,192
ID941061564,5 Charles St,4,h,2010000.0,10/12/2016,2.0,2.0,659.0,89.0,-37.8509,145.0916,GLEN IRIS,19849,977.4732868950076,28,False,240.45833333333334,1683.625,169.1818181818182,533.1933588696269,St Benedict's School,not ranked,1378.6653978548668,Presbyterian Ladies' College,6
ID763462974,19 The Strand,4,h,1250000.0,27/05/2017,2.0,2.0,560.0,14.0,-38.00512,145.14935,KEYSBOROUGH,19889,4762.593802652582,46,False,177.47826086956522,1281.7333333333333,207.5,673.231935797238,Lighthouse Christian College,281,673.231935797238,Lighthouse Christian College,184
ID640814862,59 Winton Rd,3,h,2550000.0,26/08/2017,2.0,3.0,1170.0,69.0,-37.87253,145.0705,ASHBURTON,19847,931.0627381509778,31,False,209.08333333333334,1886.9375,215.44444444444446,219.38448821174597,Solway Primary School,278,1861.0261891222667,Korowa Anglican Girls' School,13
ID329996506,41 Felix Cr,4,h,812000.0,12/08/2017,2.0,2.0,962.0,14.0,-37.80161,145.22151000000005,RINGWOOD NORTH,19902,1719.2678882103974,38,False,23.866666666666667,90.46666666666667,7.333333333333333,477.1849539500626,Ringwood Heights Primary School,318,1430.695982083646,Norwood Secondary College,219
ID874668153,280 Nott St,2,h,1355000.0,17/06/2017,1.0,0.0,156.0,69.0,-37.83343,144.94554,PORT MELBOURNE,20043,1789.1253459918387,0,False,92.0,1027.4375,111.66666666666667,834.4830360088441,South Melbourne Primary School,not ranked,1274.8979326818412,Albert Park College,131
ID596167638,5 Kendall St,3,h,1265000.0,4/03/2017,2.0,1.0,465.0,69.0,-37.7471,144.9877,PRESTON,20013,1109.5979635564506,26,False,92.0,1027.4375,111.66666666666667,264.9035883105657,Bell Primary School,not ranked,972.1477066999491,St John's College Preston,not ranked
ID555892909,2/35 Boisdale St,2,u,825000.0,13/05/2017,1.0,2.0,180.0,49.0,-37.8351,145.10299999999995,SURREY HILLS,19895,1274.4849913426556,25,False,316.5416666666667,1022.8125,237.66666666666666,926.8882371189816,Our Lady of Perpetual Succour School,178,1398.094405167036,Kingswood College,106
ID925506326,37 Orange St,3,h,1270000.0,12/11/2016,1.0,2.0,694.0,10.0,-37.9174,145.0779,BENTLEIGH EAST,19917,2104.3933649975793,29,True,120.73913043478261,881.5,102.88888888888889,479.31254797424,Coatesville Primary School,271,1161.5261684233799,St James' College,not ranked
ID573672536,239 Victoria Rd,3,h,1000000.0,24/09/2016,1.0,1.0,440.0,89.0,-37.7663,145.0118,NORTHCOTE,20015,1320.3333107040476,23,False,25.5625,60.53333333333333,14.0,593.7036200818649,Wales Street Primary School,175,936.1876413090973,Santa Maria College,137
ID328192979,30 Sherwin St,3,h,601000.0,29/07/2017,2.0,1.0,972.0,23.0,-37.51232,145.13282,WHITTLESEA,52161,10431.78368014552,57,False,28.263157894736842,70.46666666666667,14.222222222222221,1654.6099606287366,St Mary's School,159,1157.024997577266,Whittlesea Secondary College,413
ID463933212,8/25 Omama Rd,1,u,295000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.89022,145.07333,MURRUMBEENA,19919,523.1651037585074,25,False,42.57142857142857,147.0,51.333333333333336,518.7524411375719,Murrumbeena Primary School,80,1046.7180253201852,Oakleigh Grammar,270
ID717893040,20 Linnet St,4,h,780000.0,4/06/2016,1.0,4.0,655.0,89.0,-37.868,144.8154,ALTONA,19925,357.44603257167626,28,False,311.2083333333333,2215.75,346.0,646.0104886755903,Altona Primary School,213,561.5277364573976,Mount St Joseph Girls' College,119
ID223969988,32 Geddes St,4,h,1110000.0,27/11/2016,2.0,1.0,349.0,99.0,-37.7775,144.91299999999995,ASCOT VALE,20039,813.6186557247048,20,False,311.2083333333333,2215.75,346.0,390.5407041484787,Ascot Vale West Primary School,not ranked,1602.1659000827221,Kensington Community High School,558
ID302140911,12 Irma Gr,3,h,1017500.0,22/04/2017,1.0,1.0,620.0,8.0,-37.7303,144.9445,PASCOE VALE,20034,1436.3412262720954,31,True,92.0,1027.4375,111.66666666666667,241.83072732229505,St Oliver Plunkett's School,not ranked,1222.2962535557344,Antonine College,482
ID242533768,2/25 Brooks St,3,u,800000.0,28/05/2016,2.0,2.0,261.0,59.0,-37.9163,145.0779,BENTLEIGH EAST,19917,1994.8123209305995,29,False,120.73913043478261,881.5,102.88888888888889,563.8070412640037,Coatesville Primary School,271,1239.0897202172152,South Oakleigh Secondary College,259
ID978893103,14 Finlay St,4,h,1028000.0,25/02/2017,2.0,2.0,431.0,99.0,-37.8186,144.8764,YARRAVILLE,19996,1228.8445166388751,11,False,111.5,355.93333333333334,60.333333333333336,322.10762848512246,Wembley Primary School,222,2712.200971636521,Gilmore College For Girls,387
ID784539306,2/118 Bruce St,3,t,640000.0,10/12/2016,1.0,2.0,119.0,24.0,-37.7403,144.9491,COBURG,19965,1273.6988916395424,32,False,133.91666666666666,1156.7333333333333,139.88888888888889,519.6483501704018,Coburg North Primary School,270,568.8882881543279,Antonine College,482
ID177740912,31 Southampton St,3,h,860500.0,17/09/2016,2.0,2.0,322.0,39.0,-37.7963,144.8862,FOOTSCRAY,20023,618.0262026494362,19,False,240.45833333333334,1683.625,169.1818181818182,101.05278928148957,St John's School,489,825.0725461373243,Gilmore College For Girls,387
ID899106936,7/5 Allard St,2,u,370000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.7686,144.9421,BRUNSWICK WEST,19968,1541.850494378109,25,False,119.83333333333333,1063.6875,188.4,252.9653200341563,Brunswick South West Primary School,316,1164.469478214462,Brunswick Secondary College,211
ID718875786,107 Willis St,5,h,2980000.0,19/11/2016,3.0,2.0,694.0,8.0,-37.9372,145.0101,HAMPTON,19949,762.5283126098202,31,False,210.45833333333334,1676.0,169.77777777777777,719.7862386859673,Hampton Primary School,76,979.7186342968309,St Leonard's College,43
ID246171657,46 Meredith St,3,h,1335000.0,19/08/2017,1.0,1.0,697.0,39.0,-37.6882,144.92541,BROADMEADOWS,20030,767.8031527506155,40,False,89.21739130434783,317.9375,53.666666666666664,372.90948643148835,Meadows Primary School,not ranked,630.7493518435346,Penola Catholic College,361
ID796370805,74 Devereaux St,3,h,840000.0,17/06/2017,1.0,1.0,722.0,59.0,-37.71433,144.90616,OAK PARK,20033,1411.2033781532089,34,True,26.625,68.93333333333334,13.11111111111111,793.4273306632036,Oak Park Primary School,not ranked,1974.8472549550227,Glenroy Secondary College,511
ID499558280,46 Chambers Rd,5,h,1500000.0,8/07/2017,3.0,2.0,1068.0,19.0,-37.83794,144.84231,ALTONA NORTH,19927,3330.7593798263874,24,False,311.8333333333333,2261.4,423.0,612.4507680184739,Altona North Primary School,not ranked,703.224417636275,Emmanuel College,180
ID313297814,22 Shannon Ct,5,h,955000.0,24/06/2017,3.0,2.0,619.0,44.0,-37.97545,145.12053999999995,DINGLEY VILLAGE,19913,4084.370990772987,39,False,415.875,2214.3333333333335,356.44444444444446,887.2537491957148,Kingswood Primary School,409,2119.3505680206804,Heatherton Christian College,226
ID355069339,10 View Ct,4,h,737500.0,27/05/2017,2.0,2.0,704.0,15.0,-37.68175,144.74087,HILLSIDE,22244,3641.846864372515,30,False,354.625,1868.7333333333333,330.72727272727275,881.4721289951912,Cana Catholic Primary School,not ranked,3281.599829959056,Springside P-9 College,not ranked
ID933728739,72 Ramsden St,3,h,1660000.0,13/05/2017,1.0,2.0,290.0,115.0,-37.7906,144.9993,CLIFTON HILL,19974,404.3011393591692,15,False,137.20833333333334,1183.2,166.0,584.6048618334361,Spensley Street Primary School,not ranked,1217.7980644410964,Fitzroy High School,248
ID269931015,18 Patricia St,3,h,1020000.0,27/11/2016,1.0,2.0,596.0,59.0,-37.9251,145.0771,BENTLEIGH EAST,19916,2716.5870283814693,31,False,120.73913043478261,881.5,102.88888888888889,589.6811157603994,St Peter's School,345,526.2279965643179,St James' College,not ranked
ID423010545,73 Park St,4,h,910000.0,27/11/2016,2.0,0.0,934.0,21.0,-37.7232,144.923,PASCOE VALE,20033,598.8210946493944,34,False,85.95652173913044,1043.8666666666666,112.77777777777777,513.2372317935125,St Francis de Sales School,not ranked,1266.8305538001716,Pascoe Vale Girls Secondary College,371
ID136910697,13 Apollo Rd,3,h,685000.0,29/07/2017,1.0,2.0,678.0,15.0,-37.70892,144.80087,TAYLORS LAKES,20001,2351.741719222767,34,False,71.80952380952381,332.53333333333336,39.55555555555556,630.8883532085147,Taylors Lakes Primary School,not ranked,593.9005271611941,Taylors Lakes Secondary College,431
ID578900953,4 Box Ct,3,h,1640000.0,29/04/2017,1.0,2.0,733.0,49.0,-37.9219,145.0518,BENTLEIGH EAST,19939,1392.2751450521755,35,False,125.08695652173913,839.375,108.0,913.2835086718364,St Paul's School,211,928.5614707679916,Bentleigh Secondary College,230
ID799553222,87 Palmerston St,3,h,1263000.0,9/09/2017,1.0,1.0,110.0,139.0,-37.79667,144.97204,CARLTON,19843,1603.022537633196,6,False,470.9583333333333,3339.705882352941,557.0,183.56171466426898,Carlton Primary School,not ranked,811.0089577047473,Academy of Mary Immaculate,not ranked
ID957523631,5/3 Lennox St,2,u,420000.0,10/09/2016,1.0,1.0,0.0,69.0,-37.7701,144.9079,MOONEE PONDS,20038,1105.0104121899808,22,False,46.333333333333336,86.29411764705883,21.666666666666668,179.98786665613255,Moonee Ponds West Primary School,not ranked,1294.104284928603,Lowther Hall Anglican Grammar School,40
ID542515120,87 Orrong Rd,3,h,1750000.0,19/11/2016,2.0,2.0,517.0,119.0,-37.8813,145.0063,ELSTERNWICK,19954,610.7571594172732,21,False,195.83333333333334,1779.0666666666666,147.3,161.44288197326634,St Joseph's School,113,334.23865519820464,Adass Israel School,not ranked
ID961799543,16 Stennis St,4,h,955000.0,4/03/2017,2.0,2.0,686.0,69.0,-37.731,144.9486,PASCOE VALE,19964,1284.7840704993455,34,False,92.0,1027.4375,111.66666666666667,593.9649236261816,St Oliver Plunkett's School,not ranked,1246.3873509787916,Antonine College,482
ID608138133,7 Collinson St,3,h,690000.0,17/06/2017,1.0,2.0,650.0,41.0,-37.72529,144.85682,KEILOR PARK,20002,5451.924410911684,31,False,139.3181818181818,1026.4,88.63636363636364,1414.2450969446593,Penleigh & Essendon Grammar School,126,1414.2450969446593,Penleigh & Essendon Grammar School,23
ID748775833,13 Melaleuca Av,6,h,2000000.0,29/07/2017,3.0,2.0,1054.0,49.0,-37.77404,145.11703,TEMPLESTOWE LOWER,20042,5044.353067042126,25,False,316.5416666666667,1022.8125,237.66666666666666,786.8640819483302,Templestowe Heights Primary School,166,870.2099163348714,Templestowe College,307
ID461422702,31 Fenwick St,2,h,1450000.0,18/03/2017,1.0,0.0,156.0,129.0,-37.7892,144.9999,CLIFTON HILL,19974,398.99732762921263,15,False,137.20833333333334,1183.2,166.0,440.75039364724597,Spensley Street Primary School,not ranked,1192.707240683773,Fitzroy High School,248
ID961699749,42 Henshall Rd,3,h,1285000.0,30/07/2016,2.0,2.0,616.0,59.0,-37.7373,144.9155,STRATHMORE,20036,1202.5420600019838,27,False,170.45833333333334,1257.5333333333333,169.3,239.05080454246362,Strathmore Primary School,265,981.7204766265687,Strathmore Secondary College,133
ID503548152,25 Agnew St,4,h,1650000.0,22/05/2016,2.0,4.0,506.0,22.0,-37.9111,145.0108,BRIGHTON EAST,19952,998.1704789073339,24,False,343.0416666666667,1929.3125,260.0,805.7159716960525,Gardenvale Primary School,138,1244.9813980261747,Brighton Secondary College,213
ID769843879,4/66 Alma Rd,2,u,535000.0,19/11/2016,1.0,1.0,0.0,6.0,-37.861,144.9891,ST KILDA,19957,608.1049121522815,15,True,170.45833333333334,1257.5333333333333,169.3,251.61760574289605,Cheder Levi Yitzchok Inc,not ranked,251.61760574289605,Cheder Levi Yitzchok Inc,not ranked
ID853226585,62 Clifton St,4,h,1350000.0,12/11/2016,2.0,2.0,815.0,64.0,-37.794,145.1019,BALWYN NORTH,19896,2848.3614987307255,28,False,120.73913043478261,881.5,102.88888888888889,245.11793722012786,St Bridget's School,256,1651.9066005651077,Koonung Secondary College,94
ID968910513,4 Lysterfield Dr,5,h,800000.0,8/07/2017,3.0,2.0,544.0,11.0,-37.61079,144.90823,GREENVALE,20029,3246.881584405682,35,False,80.84210526315789,223.93333333333334,58.55555555555556,1037.4294018216176,Aitken Hill Primary School,not ranked,516.0378595754238,Kolbe Catholic College,430
ID259757332,79 Christmas St,2,h,1170000.0,18/06/2016,1.0,3.0,453.0,99.0,-37.7666,145.0132,NORTHCOTE,19930,1436.872955990891,22,False,25.5625,60.53333333333333,14.0,684.6352283498286,Wales Street Primary School,175,1031.8169659487673,Santa Maria College,137
ID668851437,1/22 Gerald St,4,t,1100000.0,4/03/2017,3.0,2.0,286.0,29.0,-37.8958,145.0696,MURRUMBEENA,19919,653.4826894723506,25,False,42.57142857142857,147.0,51.333333333333336,766.4088036692102,St Patrick's School,346,1161.2643142378354,Oakleigh Grammar,270
ID374269925,255 Elgar Rd,4,h,1300000.0,10/09/2016,2.0,2.0,809.0,69.0,-37.8337,145.1118,SURREY HILLS,19895,1562.736653060067,25,False,300.4583333333333,919.8235294117648,195.55555555555554,407.1349370149887,Our Lady of Perpetual Succour School,178,609.0345493175513,Kingswood College,106
ID286812230,3/76 Southernhay St,2,t,668500.0,1/07/2017,2.0,1.0,138.0,5.0,-37.72487,145.00705,RESERVOIR,20011,544.5042341612651,31,False,126.42857142857143,380.2,68.3,694.1757527458269,Preston Primary School,250,1871.258602659217,Preston High School,not ranked
ID910882524,27 Gerald St,4,h,1850000.0,16/09/2017,2.0,2.0,628.0,7.0,-37.82942,145.16714,BLACKBURN,19899,1194.9226973809864,31,False,315.5416666666667,2270.235294117647,184.66666666666666,222.284100274121,Blackburn Lake Primary School,129,782.6861788024628,Nunawading Christian College-Secondary,92
ID937123451,63 Kent St,2,h,751000.0,7/05/2016,1.0,1.0,118.0,129.0,-37.7807,144.9288,ASCOT VALE,20040,737.9401527574239,18,False,311.2083333333333,2215.75,346.0,450.73471009075513,Flemington Primary School,341,422.4285540373328,Mount Alexander 7-12 College,348
ID891077959,67 Norwood St,3,h,621000.0,20/05/2017,1.0,3.0,547.0,49.0,-37.7765,144.8123,ALBION,20004,1098.8510541417713,26,False,42.57142857142857,147.0,51.333333333333336,679.0145051675072,Albion Primary School,not ranked,1362.999150043243,Marian College,not ranked
ID985646929,16/74 Thomas St,2,t,345000.0,15/07/2017,1.0,1.0,305.0,20.0,-37.6522,145.09261,SOUTH MORANG,52159,906.9069920456631,51,False,23.46153846153846,50.266666666666666,7.0,195.9172664428071,Morang South Primary School,not ranked,998.845109898331,Marymede Catholic College,231
ID853213274,14 Knight St,3,h,1195000.0,19/11/2016,2.0,2.0,496.0,94.0,-37.7559,144.8991,ABERFELDIE,20037,1504.80560068508,24,False,100.52380952380952,300.4,45.22222222222222,227.21258989568238,Our Lady of the Nativity School,373,127.99979130163139,Ave Maria College,111
ID441500018,2/16 Westminster St,2,t,1255000.0,3/09/2016,1.0,1.0,208.0,19.0,-37.8128,145.0975,BALWYN,19896,1021.1823749721343,28,True,120.73913043478261,881.5,102.88888888888889,460.72267277542335,Mont Albert Primary School,135,1327.4471502808578,Box Hill Senior Secondary College,416
ID211367957,298 Douglas Pde,3,h,1400000.0,8/04/2017,1.0,4.0,644.0,79.0,-37.8457,144.8924,NEWPORT,19994,841.8049222046519,16,False,14.055555555555555,58.666666666666664,7.666666666666667,547.086499035902,Westbourne Grammar School,58,1477.6212952173264,Bayside P-12 College,243
ID574682179,3 Oshannassy St,3,h,1580000.0,4/06/2016,2.0,2.0,758.0,44.0,-37.7401,144.9013,ESSENDON NORTH,20036,1901.2530958856642,27,False,47.80952380952381,281.53333333333336,29.444444444444443,229.3766848239579,Essendon North Primary School,261,841.1362288445607,Buckley Park College,123
ID373651416,88 Monash St,2,h,720000.0,28/05/2016,1.0,2.0,465.0,11.0,-37.7889,144.8362,SUNSHINE,22241,295.0130424139945,15,False,170.45833333333334,1257.5333333333333,169.3,83.05705520950515,Our Lady of the Immaculate Conception School,not ranked,640.7614561617817,Sunshine College,233
ID756532420,18/41 Kooyong Rd,2,u,645000.0,8/10/2016,1.0,1.0,0.0,59.0,-37.8596,145.0198,ARMADALE,19945,352.85628025850735,19,True,311.2083333333333,2215.75,346.0,831.9737347600466,The King David School,140,831.9737347600466,The King David School,27
ID434527642,35 Myrtle Rd,4,h,3145000.0,27/11/2016,2.0,2.0,796.0,7.0,-37.8266,145.072,CANTERBURY,19892,344.0689431186791,21,False,462.9583333333333,3343.0588235294117,509.8333333333333,789.4937263009994,Strathcona Baptist Girls' Grammar,69,401.8240736567841,Camberwell High School,112
ID363873839,10 Castella Ct,3,h,450000.0,8/07/2017,1.0,1.0,702.0,49.0,-37.66059,144.92006,MEADOW HEIGHTS,44817,530.3408316213779,43,False,63.666666666666664,99.4,42.2,251.15846904858063,Bethal Primary School,not ranked,1116.524849184262,St Mary's Coptic Orthodox College,338
ID948353422,30 Mountfield St,2,h,1073000.0,28/08/2016,1.0,1.0,182.0,109.0,-37.7629,144.968,BRUNSWICK,19967,669.7565341556963,27,False,119.83333333333333,1063.6875,188.4,475.6105253082122,St Margaret Mary's School,483,928.2723790744734,Sydney Road Community School,447
ID112505529,23 Cromwell St,3,h,660000.0,28/08/2016,1.0,2.0,657.0,69.0,-37.7019,144.9225,GLENROY,20032,549.853483288337,36,False,210.45833333333334,1676.0,169.77777777777777,223.22266222820696,Corpus Christi School,not ranked,381.56520291238473,Glenroy Secondary College,511
ID902865165,4/42 Adelaide St,2,u,700500.0,3/06/2017,1.0,1.0,0.0,39.0,-37.85385,145.0284,ARMADALE,19945,848.5534424254071,19,False,311.8333333333333,2261.4,423.0,337.36186418694433,Lauriston Girls' School,30,337.36186418694433,Lauriston Girls' School,19
ID893448093,24 Doyle St,3,h,750000.0,17/06/2017,1.0,1.0,585.0,54.0,-37.75986,144.85886000000005,AVONDALE HEIGHTS,20004,3599.5169156018387,26,False,209.08333333333334,1886.9375,215.44444444444446,288.4110377217228,St Martin de Porres School,not ranked,2277.418722283676,Braybrook College,139
ID233905399,2/28 Broadmeadows Rd,2,u,470000.0,15/07/2017,1.0,1.0,161.0,59.0,-37.70586,144.87947,TULLAMARINE,20032,3327.961684225677,36,False,40.421052631578945,102.26666666666667,18.22222222222222,407.070601796996,Tullamarine Primary School,not ranked,2017.5000709091098,Gladstone Park Secondary College,290
ID620150049,52a William St,2,h,1100000.0,18/06/2016,2.0,1.0,124.0,6.0,-37.8079,144.9977,ABBOTSFORD,19976,511.64371991422354,12,False,150.25,1006.8666666666667,111.0,155.00175733374093,Abbotsford Primary School,not ranked,812.6307138764986,Sophia Mundi Steiner School,not ranked
ID798419737,3 Parker St,3,h,916000.0,10/12/2016,1.0,3.0,523.0,44.0,-37.7314,145.0017,PRESTON,20011,346.74839586370643,31,False,85.95652173913044,1043.8666666666666,112.77777777777777,763.9336787799042,Preston Primary School,250,1213.15264067115,Preston High School,not ranked
ID761081496,108 Oak Av,3,t,840000.0,3/09/2017,2.0,2.0,163.0,7.0,-37.97459,145.06937,MENTONE,19865,889.9323050646404,44,False,12.583333333333334,13.6,5.142857142857143,938.4514328989932,Mentone Primary School,not ranked,1111.8605750727606,Kilbreda College,145
ID664603716,4 Invermay Gr,3,h,1768000.0,9/09/2017,2.0,2.0,304.0,49.0,-37.83277,145.04373,HAWTHORN EAST,19903,1169.4084291619993,17,False,156.70833333333334,1480.2666666666667,132.1818181818182,747.4007786752719,Auburn South Primary School,124,800.1451273316758,Auburn High School,167
ID539716196,57 Frensham Rd,3,h,581000.0,3/12/2016,2.0,2.0,567.0,49.0,-37.7148,145.0851,WATSONIA,19984,442.8905652546801,37,False,79.68181818181819,512.1875,63.5,879.9227239184349,Watsonia Primary School,not ranked,887.3659407236495,Greensborough Secondary College,341
ID401448692,88 Victoria St,3,h,875000.0,18/03/2017,1.0,0.0,262.0,39.0,-37.8022,144.8924,FOOTSCRAY,20024,88.3821023779425,17,False,255.95833333333334,1618.4117647058824,222.7,425.5556321195235,Footscray Primary School,not ranked,408.71586152676366,Gilmore College For Girls,387
ID850157485,17 Wicklow St,3,h,881000.0,15/07/2017,1.0,1.0,480.0,12.0,-37.71893,144.94246,PASCOE VALE,19962,1663.1696106948125,37,False,92.0,1027.4375,111.66666666666667,590.0334565918847,Pascoe Vale North Primary School,not ranked,631.5306421643202,Pascoe Vale Girls Secondary College,371
ID580976147,1/109 Arden St,2,u,665500.0,27/11/2016,2.0,1.0,0.0,7.0,-37.8009,144.9471,NORTH MELBOURNE,19973,777.4110690240525,6,False,11.833333333333334,52.2,6.666666666666667,393.6710530592602,North Melbourne Primary School,182,759.8411141860126,Simonds Catholic College,262
ID664690235,1/54 Maud St,3,t,1721000.0,15/07/2017,2.0,2.0,301.0,24.0,-37.79535,145.07131,BALWYN NORTH,19893,3358.402791282725,23,True,125.08695652173913,839.375,108.0,206.53404553524663,St Bede's School,442,555.7721309928198,Balwyn High School,44
ID323123634,2/17 Greene St,2,u,321000.0,13/05/2017,1.0,1.0,0.0,49.0,-37.8288,144.8711,SOUTH KINGSVILLE,19995,1320.1586308600426,14,False,128.7826086956522,403.1875,70.66666666666667,583.9636281581842,St Margaret Mary's School,483,2543.8070029077644,Emmanuel College,180
ID558917890,3/13 Graham Rd,3,u,590000.0,24/06/2017,1.0,1.0,179.0,13.0,-38.07483,145.13133,CARRUM,19858,780.9616633785186,60,False,2.142857142857143,18.25,1.0,546.2384722165449,Carrum Primary School,201,1010.76602912115,Patterson River Secondary College,396
ID605673317,48 Coonawarra Dr,4,h,1138000.0,19/08/2017,2.0,2.0,784.0,39.0,-37.85211,145.20174,VERMONT SOUTH,19901,3846.856503615004,36,False,46.94444444444444,104.86666666666666,22.6,1377.6978249130846,Wantirna Primary School,not ranked,907.6296496234008,Vermont Secondary College,129
ID823896443,22 Sycamore St,3,h,1450000.0,13/08/2016,2.0,1.0,478.0,94.0,-37.8893,145.0161,CAULFIELD SOUTH,19953,1332.7701711017573,23,False,200.95652173913044,1136.6875,143.3,372.14249991896884,Caulfield Primary School,99,454.654100106181,Japanese School of Melbourne,not ranked
ID950029362,7/89 Station Rd,2,u,340000.0,12/11/2016,1.0,1.0,0.0,49.0,-37.7071,144.9176,GLENROY,20032,287.3317501262523,36,False,210.45833333333334,1676.0,169.77777777777777,580.9448528730603,Corpus Christi School,not ranked,703.8681674896607,Glenroy Secondary College,511
ID521024589,54 The Parade,3,h,1230000.0,17/06/2017,1.0,1.0,504.0,109.0,-37.77279,144.91732,ASCOT VALE,20039,485.05032389383837,20,False,311.8333333333333,2261.4,423.0,545.008036056862,St Mary's School,159,1448.7708693114625,Lowther Hall Anglican Grammar School,40
ID187259528,77A Orange St,3,t,1280000.0,19/08/2017,2.0,2.0,335.0,6.0,-37.91783,145.0816,BENTLEIGH EAST,19916,1974.9564441101825,31,True,125.08695652173913,839.375,108.0,743.3885344076575,Coatesville Primary School,271,874.2797542339545,South Oakleigh Secondary College,259
